ProductID,SKUCode,ProductName,ShortDescription,Category,SubCategory,Department,Brand,ModelNumber,Color,Size,Weight,UnitOfMeasure,SupplierID,SupplierName,CountryOfOrigin,CostPrice,MRP,StandardSellingPrice,TaxPercent,ReorderLevel,LaunchDate,ProductStatus
P11119,DQ4RURCR,Samsung Household 1119,Samsung Household high quality product,Grocery,Household,Electronics,Samsung,M-1145,Green,S,1.56,Piece,S523,Supplier_4,USA,445.55,557.23,550.03,5,13,16-01-2024,Active
P11120,YMC12FWE,Lenovo Bag 1120,Lenovo Bag high quality product,Accessories,Bag,FMCG,Lenovo,M-1202,Blue,L,1.12,Piece,S237,Supplier_11,Vietnam,2978.67,3988.95,3833.56,5,45,10-05-2024,Active
P11121,ARK30IEI,HP Laptop 1121,HP Laptop high quality product,Electronics,Laptop,FMCG,HP,M-8198,White,L,6.19,Piece,S271,Supplier_10,China,2121.85,2804.7,2550.9,5,38,13-06-2023,Active
P11122,48J4QSPR,Adidas Laptop 1122,Adidas Laptop high quality product,Electronics,Laptop,FMCG,Adidas,M-9452,Black,M,0.8,Piece,S326,Supplier_25,China,3627.03,5068.79,4536.02,18,141,12-04-2024,Active
P11123,701YEBFC,Nestle Kids 1123,Nestle Kids high quality product,Clothing,Kids,FMCG,Nestle,M-4823,Black,L,0.54,Piece,S785,Supplier_34,USA,4108.17,4796.17,4444.19,12,53,07-06-2023,Active
P11124,0W4KMKVU,Sony Mobile 1124,Sony Mobile high quality product,Electronics,Mobile,Electronics,Sony,M-2762,Red,XL,4.54,Piece,S690,Supplier_33,India,391.92,521.56,452.92,12,141,16-09-2025,Active
P11125,PGJ0TKPK,Nestle Women 1125,Nestle Women high quality product,Clothing,Women,Electronics,Nestle,M-8588,Gray,L,7.2,Piece,S962,Supplier_12,China,4461.28,6162.42,5634.69,18,108,14-09-2025,Active
P11126,UT36ME9O,HP Bag 1126,HP Bag high quality product,Accessories,Bag,Fashion,HP,M-7605,Green,XL,4.77,Piece,S665,Supplier_21,USA,917.07,1229.75,976.64,18,150,18-12-2025,Active
P11127,GSSWPI8Z,Dell Men 1127,Dell Men high quality product,Clothing,Men,Electronics,Dell,M-8788,Black,S,5.01,Piece,S703,Supplier_2,Germany,526.33,664.17,607.1,18,53,19-06-2025,Active
P11128,CK86N5T9,Lenovo Sunglasses 1128,Lenovo Sunglasses high quality product,Accessories,Sunglasses,Electronics,Lenovo,M-6579,Red,XL,2.17,Piece,S679,Supplier_44,Germany,4792.05,7057.84,6031.06,18,150,10-07-2024,Active
P11129,L033LJ35,Lenovo Watch 1129,Lenovo Watch high quality product,Accessories,Watch,FMCG,Lenovo,M-3697,Blue,L,8.09,Piece,S436,Supplier_37,China,4662.06,6573.92,5621.61,5,158,10-05-2025,Active
P11130,1K1R8KSJ,Dell Women 1130,Dell Women high quality product,Clothing,Women,Fashion,Dell,M-7538,Green,L,6.93,Piece,S813,Supplier_44,Vietnam,1684.11,2247.82,2105.46,18,71,18-10-2024,Active
P11131,H9OS5CXB,HP Men 1131,HP Men high quality product,Clothing,Men,FMCG,HP,M-4412,Red,M,3.65,Piece,S644,Supplier_42,China,349.03,472.78,397.24,18,152,15-03-2024,Active
P11132,JLK8IWRV,Apple Laptop 1132,Apple Laptop high quality product,Electronics,Laptop,Electronics,Apple,M-3033,Gray,M,3.86,Piece,S410,Supplier_37,Vietnam,3872.82,5075.2,4101.41,5,70,24-03-2025,Active
P11133,6W5RWPLA,Adidas Bag 1133,Adidas Bag high quality product,Accessories,Bag,Electronics,Adidas,M-6957,Gray,S,3.19,Piece,S198,Supplier_20,USA,638.67,934.06,738,12,72,03-06-2023,Active
P11134,HMFU34Y0,Lenovo Kids 1134,Lenovo Kids high quality product,Clothing,Kids,Electronics,Lenovo,M-8886,White,XL,4.57,Piece,S164,Supplier_4,Vietnam,4214.03,5995.7,5283.5,5,53,24-07-2025,Active
P11135,07BR7DBY,Dell Accessory 1135,Dell Accessory high quality product,Electronics,Accessory,FMCG,Dell,M-3128,White,XL,2.39,Piece,S758,Supplier_1,USA,3868.15,4765.69,4750.21,12,188,23-09-2023,Active
P11136,JTL43SVS,Sony Watch 1136,Sony Watch high quality product,Accessories,Watch,FMCG,Sony,M-5978,Red,L,7.54,Piece,S369,Supplier_40,USA,4516,6232.96,5137.95,18,59,07-07-2023,Active
P11137,VFKJM3M4,Nike Women 1137,Nike Women high quality product,Clothing,Women,FMCG,Nike,M-3617,White,NA,0.91,Piece,S812,Supplier_35,Germany,3275.69,4183.43,3780.55,5,46,14-06-2024,Active
P11138,01P3WIC4,Nike Watch 1138,Nike Watch high quality product,Accessories,Watch,Electronics,Nike,M-4194,Gray,S,7.84,Piece,S122,Supplier_28,Vietnam,2238.03,3159.59,2638.6,12,123,04-11-2025,Active
P11139,O9U29QEI,Apple Watch 1139,Apple Watch high quality product,Accessories,Watch,Electronics,Apple,M-2654,Green,XL,5.77,Piece,S282,Supplier_1,Vietnam,3411.97,4925.48,4392.35,18,119,26-06-2024,Active
P11140,DXQLNDTN,HP Bag 1140,HP Bag high quality product,Accessories,Bag,FMCG,HP,M-6554,Green,M,8.22,Piece,S118,Supplier_8,Germany,3604.42,4045.59,3958.84,18,41,22-12-2024,Active
P11141,BJ0BI096,Lenovo Sunglasses 1141,Lenovo Sunglasses high quality product,Accessories,Sunglasses,Fashion,Lenovo,M-2353,White,XL,5,Piece,S826,Supplier_12,China,2991.58,4083.89,3533.08,12,111,23-05-2024,Active
P11142,MMR66UU1,Puma Women 1142,Puma Women high quality product,Clothing,Women,FMCG,Puma,M-8080,Red,M,5.24,Piece,S371,Supplier_42,USA,1538.8,1950.21,1748.8,12,189,07-09-2023,Active
P11143,DE8Q606W,Samsung Beverages 1143,Samsung Beverages high quality product,Grocery,Beverages,Fashion,Samsung,M-2625,Blue,M,3.44,Piece,S890,Supplier_23,USA,560.23,709.16,648.87,12,115,12-03-2024,Active
P11144,AFRB4ZDH,Apple Watch 1144,Apple Watch high quality product,Accessories,Watch,Electronics,Apple,M-1937,Green,M,2.06,Piece,S379,Supplier_35,USA,2681.11,3036.83,3369.16,12,34,03-04-2024,Active
P11145,UZB0RTLC,Nestle Sunglasses 1145,Nestle Sunglasses high quality product,Accessories,Sunglasses,Electronics,Nestle,M-9085,Red,NA,9.58,Piece,S366,Supplier_9,USA,886.77,1162.35,935.67,18,155,20-08-2025,Active
P11146,SD692SE4,Nestle Women 1146,Nestle Women high quality product,Clothing,Women,FMCG,Nestle,M-5178,White,L,3.99,Piece,S443,Supplier_38,India,965.53,1350.7,1188.96,18,29,18-09-2025,Active
P11147,MDSVC80I,HP Bag 1147,HP Bag high quality product,Accessories,Bag,Electronics,HP,M-4472,Gray,XL,5.8,Piece,S401,Supplier_19,Germany,275.06,397.83,289.06,5,37,11-07-2024,Active
P11148,684ZWON2,Sony Bag 1148,Sony Bag high quality product,Accessories,Bag,Electronics,Sony,M-2037,Blue,S,9.73,Piece,S769,Supplier_18,Germany,2757.45,3521.12,2906.64,12,99,02-08-2025,Active
P11149,Q6M7X9XG,Nike Tablet 1149,Nike Tablet high quality product,Electronics,Tablet,FMCG,Nike,M-1778,White,M,8.97,Piece,S982,Supplier_14,India,2883.44,4061.22,3527.22,12,131,12-09-2024,Active
P11150,A4M8FCIJ,Puma Mobile 1150,Puma Mobile high quality product,Electronics,Mobile,Electronics,Puma,M-2645,Red,XL,4.66,Piece,S142,Supplier_38,USA,2477.25,2766.27,3188.55,5,130,21-02-2025,Active
P11151,9ZRSPN9K,Apple Kids 1151,Apple Kids high quality product,Clothing,Kids,Electronics,Apple,M-9261,Red,S,2.7,Piece,S308,Supplier_4,USA,4363.05,5198.72,5114.52,5,187,10-02-2025,Active
P11152,ZFVJGER5,Adidas Watch 1152,Adidas Watch high quality product,Accessories,Watch,Fashion,Adidas,M-7018,Green,M,0.23,Piece,S751,Supplier_21,Germany,1744.79,2071.96,2133.88,5,28,05-09-2025,Active
P11153,ZZD2AOTJ,Puma Men 1153,Puma Men high quality product,Clothing,Men,Electronics,Puma,M-1985,Green,XL,9.89,Piece,S267,Supplier_5,China,4672.33,5291.73,5885.17,5,112,18-09-2023,Active
P11154,B554MVX9,Samsung Women 1154,Samsung Women high quality product,Clothing,Women,Fashion,Samsung,M-4833,Green,NA,2.57,Piece,S978,Supplier_7,India,858.55,1130.04,1021.69,5,62,03-09-2024,Active
P11155,13QIU65S,HP Beverages 1155,HP Beverages high quality product,Grocery,Beverages,FMCG,HP,M-1803,Blue,L,3.5,Piece,S614,Supplier_9,Germany,341.38,483.23,401.99,12,68,04-01-2025,Active
P11156,6XZAO7GR,Puma Sunglasses 1156,Puma Sunglasses high quality product,Accessories,Sunglasses,Fashion,Puma,M-1082,Gray,XL,9.13,Piece,S261,Supplier_45,Vietnam,810.81,1134.7,910.05,5,69,10-10-2023,Active
P11157,ELX1RX1S,Samsung Bag 1157,Samsung Bag high quality product,Accessories,Bag,Fashion,Samsung,M-7071,Green,L,6.24,Piece,S597,Supplier_5,Vietnam,3576.89,4457.77,3983.83,5,19,09-08-2025,Active
P11158,WXFYL9DX,Nike Snacks 1158,Nike Snacks high quality product,Grocery,Snacks,FMCG,Nike,M-4703,Gray,NA,3.5,Piece,S583,Supplier_35,Germany,4983.45,7360.05,6053.65,5,189,09-12-2024,Active
P11159,R2LVOJ6W,Apple Kids 1159,Apple Kids high quality product,Clothing,Kids,FMCG,Apple,M-6626,Black,S,9.59,Piece,S315,Supplier_39,USA,2604.3,3053.02,2739.03,5,194,11-02-2025,Active
P11160,9Z148E9A,Nike Beverages 1160,Nike Beverages high quality product,Grocery,Beverages,FMCG,Nike,M-3826,Blue,S,6.87,Piece,S957,Supplier_16,India,1385.51,1774.62,1682.94,5,123,23-07-2023,Active
P11161,HZUIOUIX,Puma Women 1161,Puma Women high quality product,Clothing,Women,Electronics,Puma,M-1065,White,M,6.53,Piece,S578,Supplier_42,India,3141.24,4306.11,3760.32,18,188,31-10-2025,Active
P11162,ZXXVUBVE,Puma Kids 1162,Puma Kids high quality product,Clothing,Kids,Fashion,Puma,M-2284,Red,XL,5.33,Piece,S870,Supplier_13,Vietnam,2830.08,4086.75,3344.57,12,73,05-01-2026,Active
P11163,E632V5AL,Samsung Snacks 1163,Samsung Snacks high quality product,Grocery,Snacks,Fashion,Samsung,M-6499,Red,L,5.53,Piece,S771,Supplier_35,USA,969.59,1222.01,1039.25,18,131,20-02-2024,Active
P11164,XQJIW1OB,Puma Household 1164,Puma Household high quality product,Grocery,Household,FMCG,Puma,M-8321,Black,NA,5.85,Piece,S952,Supplier_20,USA,612.11,817.37,737.31,12,142,07-01-2024,Active
P11165,2JK52HAW,Nike Bag 1165,Nike Bag high quality product,Accessories,Bag,Electronics,Nike,M-9234,Black,S,4.17,Piece,S911,Supplier_46,USA,1636.81,2321.02,1915.32,12,52,31-05-2025,Active
P11166,SMSJZLZD,Lenovo Watch 1166,Lenovo Watch high quality product,Accessories,Watch,FMCG,Lenovo,M-1540,Black,NA,4.68,Piece,S190,Supplier_3,USA,1427.31,1682.43,1673.75,12,64,20-07-2024,Active
P11167,VSVT8MUO,Sony Mobile 1167,Sony Mobile high quality product,Electronics,Mobile,FMCG,Sony,M-7710,Green,XL,6.6,Piece,S734,Supplier_28,Germany,926.95,1081.29,997.83,12,132,15-08-2023,Active
P11168,U4ES5FI4,Sony Accessory 1168,Sony Accessory high quality product,Electronics,Accessory,Electronics,Sony,M-8299,Green,L,5.4,Piece,S957,Supplier_44,China,3812.28,4242.51,4419.19,5,135,11-01-2025,Active
P11169,61ILFAF7,Samsung Bag 1169,Samsung Bag high quality product,Accessories,Bag,Fashion,Samsung,M-8329,Gray,NA,4.12,Piece,S872,Supplier_36,China,2050.22,2784.48,2423.8,12,54,10-02-2024,Active
P11170,2WP1QCAQ,Nike Beverages 1170,Nike Beverages high quality product,Grocery,Beverages,FMCG,Nike,M-1111,Gray,M,6.4,Piece,S654,Supplier_50,India,3668.16,4092.16,3906.51,18,188,11-12-2025,Active
P11171,0854DOJM,Lenovo Kids 1171,Lenovo Kids high quality product,Clothing,Kids,Electronics,Lenovo,M-4681,Blue,L,3.18,Piece,S916,Supplier_5,India,1376.42,1531.75,1575.05,12,87,09-08-2023,Active
P11172,5GEBE44E,Dell Sunglasses 1172,Dell Sunglasses high quality product,Accessories,Sunglasses,Electronics,Dell,M-3900,Red,NA,5.64,Piece,S148,Supplier_10,Germany,4642.9,5156.02,5167.26,18,71,24-11-2024,Active
P11173,XNL1M4DN,Nike Snacks 1173,Nike Snacks high quality product,Grocery,Snacks,Fashion,Nike,M-5465,Black,M,1.85,Piece,S764,Supplier_31,Vietnam,4319.51,6108.85,5385.65,5,179,27-10-2025,Active
P11174,1DGVAHG4,Adidas Kids 1174,Adidas Kids high quality product,Clothing,Kids,FMCG,Adidas,M-8210,Green,L,2.88,Piece,S211,Supplier_40,USA,4594.93,5641.03,5227.12,5,150,02-11-2025,Active
P11175,T34VYMZP,Puma Bag 1175,Puma Bag high quality product,Accessories,Bag,Fashion,Puma,M-2719,Red,NA,8.44,Piece,S335,Supplier_24,USA,589.34,742.54,654.75,18,116,07-02-2024,Active
P11176,XAIAAN5M,Puma Tablet 1176,Puma Tablet high quality product,Electronics,Tablet,Fashion,Puma,M-9502,Blue,L,2.07,Piece,S368,Supplier_48,Germany,2375.6,2768.49,2806.81,18,12,22-01-2026,Active
P11177,ZX7LIYW6,Nike Bag 1177,Nike Bag high quality product,Accessories,Bag,Electronics,Nike,M-9337,Blue,L,3.53,Piece,S100,Supplier_44,Germany,2491.03,2871.1,2661.14,18,59,14-08-2025,Active
P11178,T0JQB0DU,Adidas Watch 1178,Adidas Watch high quality product,Accessories,Watch,Electronics,Adidas,M-4551,White,XL,7.29,Piece,S183,Supplier_4,Vietnam,2851.47,3273.05,3597.6,5,85,27-01-2024,Active
P11179,C91W58Y0,Nestle Household 1179,Nestle Household high quality product,Grocery,Household,FMCG,Nestle,M-4469,White,NA,1.61,Piece,S557,Supplier_46,Germany,2603.45,3366.5,2861.34,18,100,11-12-2024,Active
P11180,NM36N2F7,Apple Snacks 1180,Apple Snacks high quality product,Grocery,Snacks,Electronics,Apple,M-2631,Gray,NA,0.2,Piece,S923,Supplier_25,China,1081.05,1612.34,1217.77,12,68,29-09-2023,Active
P11181,34F5GPSG,Samsung Women 1181,Samsung Women high quality product,Clothing,Women,FMCG,Samsung,M-7949,Red,M,4.47,Piece,S431,Supplier_21,Vietnam,1582.75,1920.45,2053.31,12,94,14-06-2024,Active
P11182,38Q4LZ8R,Samsung Sunglasses 1182,Samsung Sunglasses high quality product,Accessories,Sunglasses,FMCG,Samsung,M-5046,Gray,L,1.35,Piece,S491,Supplier_34,Germany,2051.56,2815.73,2583.52,12,109,07-01-2026,Active
P11183,SBVDU3AT,Samsung Mobile 1183,Samsung Mobile high quality product,Electronics,Mobile,Fashion,Samsung,M-7406,White,L,3.96,Piece,S433,Supplier_32,India,2193.71,2917.05,2397.01,12,183,23-04-2024,Active
P11184,UNFIF053,Nestle Beverages 1184,Nestle Beverages high quality product,Grocery,Beverages,Fashion,Nestle,M-5107,Gray,M,8.03,Piece,S972,Supplier_27,China,2970.43,4190.52,3511.83,5,196,14-04-2025,Active
P11185,VCWJ1I35,HP Sunglasses 1185,HP Sunglasses high quality product,Accessories,Sunglasses,FMCG,HP,M-6483,Gray,S,9.05,Piece,S445,Supplier_16,China,1419.43,1742.58,1829.86,12,86,16-07-2024,Active
P11186,OPIQLSX4,Dell Household 1186,Dell Household high quality product,Grocery,Household,Fashion,Dell,M-1916,White,XL,1.01,Piece,S198,Supplier_44,USA,3494.98,4532.46,3967.82,18,169,02-09-2023,Active
P11187,ZPHNNF6N,Nike Beverages 1187,Nike Beverages high quality product,Grocery,Beverages,Fashion,Nike,M-7785,Gray,L,1.88,Piece,S782,Supplier_25,China,2823.38,3221.82,3345.1,5,96,30-09-2025,Active
P11188,03AMXX5B,Sony Laptop 1188,Sony Laptop high quality product,Electronics,Laptop,FMCG,Sony,M-1241,Gray,L,8.88,Piece,S150,Supplier_48,China,2893.16,3538.51,3608.23,12,95,20-11-2024,Active
P11189,P9JC8RMA,Adidas Bag 1189,Adidas Bag high quality product,Accessories,Bag,Fashion,Adidas,M-3503,Red,S,6.29,Piece,S755,Supplier_33,USA,1059.17,1427.75,1369.01,18,108,20-09-2024,Active
P11190,PFJRGJJ3,Dell Sunglasses 1190,Dell Sunglasses high quality product,Accessories,Sunglasses,FMCG,Dell,M-3332,Blue,XL,6.41,Piece,S795,Supplier_41,India,2124.23,2499.54,2438,12,152,16-06-2025,Active
P11191,FQGVWMM1,Samsung Kids 1191,Samsung Kids high quality product,Clothing,Kids,FMCG,Samsung,M-4671,Black,L,1.59,Piece,S682,Supplier_15,Germany,3305.21,4459.99,3480.61,12,137,27-09-2025,Active
P11192,FHZI5PP0,Lenovo Bag 1192,Lenovo Bag high quality product,Accessories,Bag,Electronics,Lenovo,M-2228,Gray,XL,0.87,Piece,S664,Supplier_29,Vietnam,3232.59,3576.77,3603.78,18,173,19-11-2024,Active
P11193,F9C0DG03,Nike Beverages 1193,Nike Beverages high quality product,Grocery,Beverages,Electronics,Nike,M-3956,Gray,NA,6.29,Piece,S257,Supplier_18,USA,3785.51,5415.07,4437.88,5,173,15-07-2025,Active
P11194,Q2YE8U75,Dell Tablet 1194,Dell Tablet high quality product,Electronics,Tablet,FMCG,Dell,M-4070,Black,L,7.2,Piece,S801,Supplier_27,Vietnam,899.64,1207.35,1024.81,5,147,22-08-2024,Active
P11195,8PE66PYV,Apple Mobile 1195,Apple Mobile high quality product,Electronics,Mobile,Electronics,Apple,M-8424,White,L,3.57,Piece,S113,Supplier_48,Vietnam,3952.03,4834.64,4596.89,12,39,27-10-2025,Active
P11196,XEYQRY1P,Dell Snacks 1196,Dell Snacks high quality product,Grocery,Snacks,Fashion,Dell,M-6174,White,M,3.45,Piece,S333,Supplier_17,India,2282.29,2722.56,2926.99,18,103,13-08-2024,Active
P11197,G2ZLCIHL,Nestle Bag 1197,Nestle Bag high quality product,Accessories,Bag,FMCG,Nestle,M-8692,White,M,3.33,Piece,S681,Supplier_6,China,2823.91,3905.15,3561.39,5,83,30-08-2023,Active
P11198,DDI79XXM,Dell Kids 1198,Dell Kids high quality product,Clothing,Kids,FMCG,Dell,M-3107,Black,S,0.32,Piece,S364,Supplier_7,USA,3224.9,4404.48,3535.97,12,145,24-05-2025,Active
P11199,FFXCQ4FK,Nestle Men 1199,Nestle Men high quality product,Clothing,Men,FMCG,Nestle,M-1460,Red,M,5.12,Piece,S172,Supplier_18,USA,1407.2,2031.42,1501.1,5,197,28-04-2025,Active
P11200,SICPIEWJ,HP Accessory 1200,HP Accessory high quality product,Electronics,Accessory,Fashion,HP,M-6677,White,XL,9.61,Piece,S786,Supplier_47,Germany,3275.4,4686.34,3850.8,5,163,02-09-2025,Active
P11201,846CLXN0,Dell Snacks 1201,Dell Snacks high quality product,Grocery,Snacks,FMCG,Dell,M-2841,Blue,M,8.84,Piece,S429,Supplier_44,USA,428.55,576.9,463.58,18,76,21-09-2025,Active
P11202,TOTCY4RT,Nestle Snacks 1202,Nestle Snacks high quality product,Grocery,Snacks,FMCG,Nestle,M-1143,Green,NA,8.29,Piece,S969,Supplier_35,Germany,4127.75,5231.07,4600.78,12,115,26-08-2025,Active
P11203,ZVUZNPJJ,Adidas Kids 1203,Adidas Kids high quality product,Clothing,Kids,FMCG,Adidas,M-6476,Red,NA,3.36,Piece,S603,Supplier_36,Vietnam,113.37,152.57,125.87,12,158,31-03-2024,Active
P11204,TKYL71WH,Nestle Kids 1204,Nestle Kids high quality product,Clothing,Kids,FMCG,Nestle,M-8470,Black,M,6.26,Piece,S975,Supplier_12,China,1787.9,2470.12,2092.85,18,46,04-05-2025,Active
P11205,81WN237S,Dell Women 1205,Dell Women high quality product,Clothing,Women,Fashion,Dell,M-5761,Red,S,5.95,Piece,S733,Supplier_49,India,4782.08,6283.73,6079.06,12,135,26-07-2023,Active
P11206,VDRU8A02,Puma Accessory 1206,Puma Accessory high quality product,Electronics,Accessory,FMCG,Puma,M-3573,Blue,M,8.61,Piece,S199,Supplier_35,India,2485.21,3186.6,2754.37,18,117,21-04-2025,Active
P11207,HGDOQ5HK,Nike Mobile 1207,Nike Mobile high quality product,Electronics,Mobile,Fashion,Nike,M-5668,White,S,3.66,Piece,S678,Supplier_8,Germany,3431.11,4337.96,3670.48,12,89,26-06-2024,Active
P11208,0VK5LKRC,Nestle Men 1208,Nestle Men high quality product,Clothing,Men,Fashion,Nestle,M-1182,Black,NA,2.88,Piece,S409,Supplier_46,USA,265.3,367.15,283.14,12,174,05-12-2025,Active
P11209,BHEJVUOP,HP Kids 1209,HP Kids high quality product,Clothing,Kids,Fashion,HP,M-5957,Black,NA,9.68,Piece,S442,Supplier_38,India,1010.71,1369.21,1184.73,18,153,18-06-2024,Active
P11210,BT0U36AC,Puma Women 1210,Puma Women high quality product,Clothing,Women,FMCG,Puma,M-1056,White,XL,4.44,Piece,S100,Supplier_9,USA,3087.39,3509.62,3462.83,5,185,09-12-2025,Active
P11211,WC5QRJK1,Lenovo Watch 1211,Lenovo Watch high quality product,Accessories,Watch,FMCG,Lenovo,M-7454,Blue,S,9.53,Piece,S846,Supplier_38,USA,3093.26,4149.83,3832.09,12,172,04-09-2025,Active
P11212,LOHQHB8Z,Sony Sunglasses 1212,Sony Sunglasses high quality product,Accessories,Sunglasses,Fashion,Sony,M-9266,Gray,NA,4.25,Piece,S967,Supplier_45,USA,1540.07,1740.4,1774.64,12,178,07-04-2024,Active
P11213,HFRXR1T6,Puma Accessory 1213,Puma Accessory high quality product,Electronics,Accessory,FMCG,Puma,M-7605,White,M,4.15,Piece,S196,Supplier_13,Germany,1894,2168.87,2383.46,18,169,14-02-2024,Active
P11214,GB1AXX6A,Samsung Snacks 1214,Samsung Snacks high quality product,Grocery,Snacks,FMCG,Samsung,M-1788,Red,XL,8.55,Piece,S801,Supplier_24,China,4584.52,6806.18,5719.74,12,112,08-06-2023,Active
P11215,EY4KWVLB,Apple Snacks 1215,Apple Snacks high quality product,Grocery,Snacks,Fashion,Apple,M-5315,Green,M,2.6,Piece,S334,Supplier_29,China,4562.14,5846.11,5546.47,5,40,26-12-2025,Active
P11216,Q3OBPA3F,Sony Women 1216,Sony Women high quality product,Clothing,Women,Electronics,Sony,M-4118,Black,NA,1.41,Piece,S318,Supplier_7,Germany,1904.41,2097.73,2139.51,5,121,10-07-2023,Active
P11217,04PUX4UQ,HP Laptop 1217,HP Laptop high quality product,Electronics,Laptop,Fashion,HP,M-1045,Red,L,0.13,Piece,S832,Supplier_29,China,1152.53,1548.87,1394.09,12,66,20-08-2025,Active
P11218,Y9T8OPQK,Apple Snacks 1218,Apple Snacks high quality product,Grocery,Snacks,Electronics,Apple,M-3159,Black,NA,5.44,Piece,S841,Supplier_24,Germany,944.77,1076.54,1096.12,18,139,19-01-2026,Active
P11219,T87REV84,Sony Mobile 1219,Sony Mobile high quality product,Electronics,Mobile,Electronics,Sony,M-5723,Green,M,6.55,Piece,S735,Supplier_20,India,2057.59,2659.39,2476.94,12,29,06-05-2025,Active
P11220,IDFZ8ZPQ,Puma Mobile 1220,Puma Mobile high quality product,Electronics,Mobile,Fashion,Puma,M-1456,Red,XL,3.97,Piece,S417,Supplier_32,Vietnam,1478.47,1837.77,1793.34,12,26,18-10-2024,Active
P11221,LT79PLQE,Lenovo Watch 1221,Lenovo Watch high quality product,Accessories,Watch,Electronics,Lenovo,M-5996,White,M,4.16,Piece,S498,Supplier_48,Vietnam,1049.9,1350.24,1348.68,5,22,21-09-2024,Active
P11222,HIESM1JC,Lenovo Kids 1222,Lenovo Kids high quality product,Clothing,Kids,Fashion,Lenovo,M-6814,White,XL,6.23,Piece,S864,Supplier_29,China,1995.66,2867.46,2176.68,12,170,02-05-2025,Active
P11223,C6H1Y3LU,Nike Beverages 1223,Nike Beverages high quality product,Grocery,Beverages,FMCG,Nike,M-2232,Blue,XL,5.83,Piece,S217,Supplier_29,USA,4034.73,5012.05,4483.31,5,82,11-05-2024,Active
P11224,P1RBR4SJ,Puma Bag 1224,Puma Bag high quality product,Accessories,Bag,FMCG,Puma,M-3318,Blue,L,1.29,Piece,S420,Supplier_15,USA,2499.15,3696.87,2734.84,12,36,24-10-2025,Active
P11225,ML5VDZ6J,Adidas Men 1225,Adidas Men high quality product,Clothing,Men,Fashion,Adidas,M-9900,Blue,XL,2.18,Piece,S526,Supplier_35,China,4702.18,5269.82,5283.64,5,26,18-10-2024,Active
P11226,JP48C30X,Lenovo Accessory 1226,Lenovo Accessory high quality product,Electronics,Accessory,Fashion,Lenovo,M-7062,Gray,NA,5.81,Piece,S297,Supplier_27,Germany,3405.14,4896.56,3674.34,12,188,28-05-2024,Active
P11227,VXLP5P0R,Adidas Snacks 1227,Adidas Snacks high quality product,Grocery,Snacks,Electronics,Adidas,M-2788,Green,XL,2.21,Piece,S531,Supplier_45,China,2405.99,3117.18,2556.56,12,184,30-01-2025,Active
P11228,JZK9PSS4,Nike Bag 1228,Nike Bag high quality product,Accessories,Bag,Electronics,Nike,M-7474,Black,NA,1.14,Piece,S144,Supplier_50,India,3818.41,5631.29,4589.52,5,198,18-08-2024,Active
